Player,Tm,Opp,Res,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Data
Jaden Hardy,DAL,MIA,L,9.25,0,3,0.0,0,2,0.0,0,0,0.0,0,0,0,1,1,0,1,2,0,-2.2,2024-11-24
Maxi Kleber,DAL,MIA,L,9.45,0,4,0.0,0,2,0.0,0,0,0.0,0,1,1,1,0,0,1,3,0,-4.0,2024-11-24
Georges Niang,CLE,TOR,W,19.3,1,13,0.077,0,8,0.0,0,0,0.0,0,4,4,1,0,0,1,3,2,-7.0,2024-11-24
OG Anunoby,NYK,DEN,W,37.83,16,23,0.696,5,7,0.714,3,3,1.0,1,4,5,4,0,1,1,2,40,33.9,2024-11-25
Tyrese Haliburton,IND,NOP,W,35.57,12,23,0.522,9,18,0.5,1,1,1.0,0,3,3,13,3,0,2,1,34,33.3,2024-11-25
Scottie Barnes,TOR,DET,L,36.53,12,26,0.462,3,8,0.375,4,5,0.8,7,7,14,7,1,1,1,0,31,29.8,2024-11-25
LaMelo Ball,CHO,ORL,L,39.72,17,30,0.567,4,11,0.364,6,8,0.75,0,9,9,7,1,1,7,4,44,29.7,2024-11-25
Shai Gilgeous-Alexander,OKC,SAC,W,34.63,13,20,0.65,4,7,0.571,7,11,0.636,0,4,4,11,0,0,6,2,37,28.7,2024-11-25
Karl-Anthony Towns,NYK,DEN,W,33.88,12,15,0.8,2,2,1.0,4,6,0.667,1,14,15,4,3,0,4,4,30,28.6,2024-11-25
Dennis Schröder,BRK,GSW,W,31.22,10,18,0.556,4,8,0.5,7,7,1.0,1,4,5,7,2,0,3,4,31,26.6,2024-11-25
Jalen Brunson,NYK,DEN,W,37.87,8,14,0.571,4,5,0.8,3,3,1.0,0,3,3,17,0,0,2,2,23,26.4,2024-11-25
DeMar DeRozan,SAC,OKC,L,35.52,13,21,0.619,0,2,0.0,4,4,1.0,0,2,2,6,1,0,0,1,30,25.9,2024-11-25
Jalen Johnson,ATL,DAL,L,37.0,12,20,0.6,2,6,0.333,2,2,1.0,0,11,11,3,3,1,3,0,28,24.9,2024-11-25
Stephen Curry,GSW,BRK,L,29.47,8,17,0.471,8,16,0.5,4,4,1.0,0,4,4,7,1,0,3,0,28,23.4,2024-11-25
Jaden Ivey,DET,TOR,W,36.37,10,13,0.769,2,4,0.5,3,6,0.5,0,5,5,8,1,0,3,2,25,23.0,2024-11-25
Trae Young,ATL,DAL,L,35.27,5,12,0.417,2,4,0.5,6,7,0.857,1,1,2,16,3,0,3,2,18,22.6,2024-11-25
Ja Morant,MEM,POR,W,23.05,6,12,0.5,2,3,0.667,8,10,0.8,1,1,2,11,0,1,2,1,22,22.2,2024-11-25
Russell Westbrook,DEN,NYK,L,25.52,9,16,0.563,4,7,0.571,5,5,1.0,1,2,3,3,2,1,3,1,27,22.1,2024-11-25
Jalen Williams,OKC,SAC,W,32.1,10,16,0.625,3,7,0.429,5,5,1.0,0,4,4,5,2,1,5,3,28,22.0,2024-11-25
Elfrid Payton,NOP,IND,L,30.95,7,11,0.636,0,0,0.0,0,0,0.0,1,6,7,21,2,0,5,5,14,21.3,2024-11-25
Ivica Zubac,LAC,BOS,L,28.92,11,14,0.786,0,0,0.0,1,4,0.25,3,7,10,1,0,1,1,0,23,21.0,2024-11-25
Nikola Jokić,DEN,NYK,L,31.83,9,20,0.45,2,7,0.286,2,2,1.0,3,4,7,7,1,0,0,1,22,20.4,2024-11-25
Kyrie Irving,DAL,ATL,W,41.48,11,28,0.393,6,13,0.462,4,4,1.0,2,5,7,6,0,0,3,3,32,19.7,2024-11-25
Jamal Murray,DEN,NYK,L,30.93,6,13,0.462,1,5,0.2,7,9,0.778,1,3,4,7,1,0,0,1,20,19.6,2024-11-25
Franz Wagner,ORL,CHO,W,40.18,8,17,0.471,2,6,0.333,3,6,0.5,0,1,1,7,4,2,1,3,21,19.5,2024-11-25
Trey Murphy,NOP,IND,L,39.7,9,19,0.474,2,11,0.182,4,7,0.571,0,6,6,4,1,1,0,0,24,19.4,2024-11-25
Domantas Sabonis,SAC,OKC,L,35.03,7,11,0.636,1,2,0.5,6,8,0.75,2,8,10,3,3,1,4,5,21,18.9,2024-11-25
Derrick White,BOS,LAC,W,31.12,6,12,0.5,5,9,0.556,2,2,1.0,2,2,4,7,1,0,1,4,19,18.3,2024-11-25
Payton Pritchard,BOS,LAC,W,25.77,7,13,0.538,6,10,0.6,0,0,0.0,0,2,2,4,2,0,1,0,20,18.1,2024-11-25
Ziaire Williams,BRK,GSW,W,37.28,6,11,0.545,2,3,0.667,5,6,0.833,2,8,10,4,2,0,3,2,19,18.1,2024-11-25
Neemias Queta,BOS,LAC,W,25.3,5,6,0.833,0,0,0.0,2,2,1.0,2,7,9,3,2,4,1,3,12,18.0,2024-11-25
Cam Thomas,BRK,GSW,W,23.15,6,11,0.545,3,7,0.429,8,8,1.0,0,3,3,1,0,0,1,1,23,17.9,2024-11-25
Spencer Dinwiddie,DAL,ATL,W,35.57,6,11,0.545,4,7,0.571,6,7,0.857,0,3,3,4,0,0,2,1,22,17.6,2024-11-25
Yves Missi,NOP,IND,L,31.2,7,11,0.636,0,0,0.0,2,6,0.333,4,9,13,0,2,2,0,3,16,17.2,2024-11-25
Jaren Jackson,MEM,POR,W,28.47,8,12,0.667,2,2,1.0,3,3,1.0,2,4,6,1,1,3,4,3,21,17.0,2024-11-25
Daniel Gafford,DAL,ATL,W,23.42,5,6,0.833,0,0,0.0,0,0,0.0,3,6,9,3,1,2,0,0,10,16.2,2024-11-25
Jalen Duren,DET,TOR,W,24.58,4,7,0.571,0,0,0.0,5,8,0.625,2,10,12,4,0,4,2,1,13,16.1,2024-11-25
Naji Marshall,DAL,ATL,W,28.27,9,12,0.75,2,3,0.667,2,2,1.0,1,5,6,1,0,0,4,0,22,16.1,2024-11-25
Jaylen Brown,BOS,LAC,W,30.75,6,11,0.545,3,7,0.429,2,4,0.5,0,6,6,4,3,1,3,1,17,15.8,2024-11-25
Jayson Tatum,BOS,LAC,W,30.43,7,15,0.467,2,6,0.333,4,6,0.667,1,8,9,4,0,2,3,1,20,15.4,2024-11-25
Josh Hart,NYK,DEN,W,27.77,5,5,1.0,1,1,1.0,1,1,1.0,2,4,6,5,1,1,1,5,12,15.3,2024-11-25
Jalen Wilson,BRK,GSW,W,40.85,5,11,0.455,3,8,0.375,5,5,1.0,0,7,7,2,0,1,1,2,18,14.7,2024-11-25
Kristaps Porziņģis,BOS,LAC,W,22.62,6,12,0.5,1,6,0.167,3,4,0.75,1,5,6,2,1,2,1,0,16,14.6,2024-11-25
Moritz Wagner,ORL,CHO,W,26.4,7,10,0.7,1,2,0.5,1,4,0.25,5,3,8,2,1,0,2,2,16,14.6,2024-11-25
Santi Aldama,MEM,POR,W,22.02,6,12,0.5,1,1,1.0,0,1,0.0,7,10,17,2,0,0,1,1,13,14.5,2024-11-25
Isaiah Hartenstein,OKC,SAC,W,31.5,8,14,0.571,0,0,0.0,1,1,1.0,3,7,10,4,0,0,1,5,17,14.4,2024-11-25
Moses Moody,GSW,BRK,L,16.12,6,8,0.75,3,5,0.6,0,0,0.0,1,1,2,1,0,2,0,2,15,14.1,2024-11-25
Clint Capela,ATL,DAL,L,22.38,5,7,0.714,0,0,0.0,2,3,0.667,2,3,5,1,1,2,0,1,12,13.7,2024-11-25
Dyson Daniels,ATL,DAL,L,34.83,7,14,0.5,1,4,0.25,2,2,1.0,1,0,1,2,2,2,1,2,17,13.7,2024-11-25
Kenrich Williams,OKC,SAC,W,14.97,2,2,1.0,2,2,1.0,4,4,1.0,1,4,5,4,0,0,0,1,10,13.7,2024-11-25
James Harden,LAC,BOS,L,29.85,8,17,0.471,3,8,0.375,0,0,0.0,0,8,8,9,0,0,5,1,19,13.6,2024-11-25
Keegan Murray,SAC,OKC,L,38.4,6,15,0.4,2,8,0.25,0,0,0.0,6,4,10,2,2,1,2,1,14,13.0,2024-11-25
Andrew Wiggins,GSW,BRK,L,32.95,7,13,0.538,2,4,0.5,2,3,0.667,2,3,5,1,0,0,1,1,18,12.9,2024-11-25
Miles McBride,NYK,DEN,W,27.75,5,9,0.556,3,6,0.5,0,0,0.0,2,4,6,3,1,0,0,4,13,12.8,2024-11-25
Cole Anthony,ORL,CHO,W,26.68,6,12,0.5,2,4,0.5,2,3,0.667,1,7,8,4,0,0,1,4,16,12.6,2024-11-25
Myles Turner,IND,NOP,W,28.45,7,11,0.636,2,6,0.333,1,3,0.333,3,6,9,1,1,1,3,5,17,12.6,2024-11-25
Deni Avdija,POR,MEM,L,31.9,7,16,0.438,2,7,0.286,1,2,0.5,1,7,8,6,1,1,3,4,17,12.3,2024-11-25
Pascal Siakam,IND,NOP,W,36.93,6,13,0.462,1,4,0.25,1,1,1.0,2,5,7,7,0,0,2,2,14,12.3,2024-11-25
Brandon Clarke,MEM,POR,W,25.25,5,7,0.714,0,0,0.0,1,3,0.333,3,6,9,0,1,3,1,3,11,12.1,2024-11-25
Ajay Mitchell,OKC,SAC,W,17.78,6,8,0.75,1,1,1.0,2,2,1.0,0,0,0,1,0,0,0,1,15,12.1,2024-11-25
Shaedon Sharpe,POR,MEM,L,29.58,4,12,0.333,1,6,0.167,6,6,1.0,2,2,4,2,0,2,1,0,15,12.0,2024-11-25
P.J. Washington,DAL,ATL,W,38.73,5,11,0.455,1,3,0.333,0,0,0.0,0,10,10,4,1,3,1,3,11,12.0,2024-11-25
Luke Kennard,MEM,POR,W,21.6,3,6,0.5,2,5,0.4,3,3,1.0,1,1,2,3,0,1,0,0,11,11.8,2024-11-25
CJ McCollum,NOP,IND,L,30.5,9,20,0.45,3,10,0.3,2,2,1.0,0,4,4,1,0,0,2,2,23,11.7,2024-11-25
Gary Payton,GSW,BRK,L,21.8,4,9,0.444,0,2,0.0,0,0,0.0,4,5,9,4,2,0,0,2,8,11.6,2024-11-25
Isaiah Stewart,DET,TOR,W,23.05,3,6,0.5,0,1,0.0,3,3,1.0,3,4,7,2,1,3,1,3,9,11.6,2024-11-25
Christian Braun,DEN,NYK,L,32.45,5,10,0.5,0,0,0.0,4,4,1.0,0,1,1,2,1,1,1,0,14,11.4,2024-11-25
Jaden Hardy,DAL,ATL,W,32.12,8,18,0.444,2,7,0.286,5,7,0.714,0,3,3,2,3,0,6,2,23,11.3,2024-11-25
Chris Boucher,TOR,DET,L,21.87,4,9,0.444,1,4,0.25,1,1,1.0,4,3,7,0,1,1,0,0,10,10.7,2024-11-25
Jake LaRavia,MEM,POR,W,20.12,2,3,0.667,0,0,0.0,4,4,1.0,0,5,5,5,1,2,3,1,8,10.7,2024-11-25
Cameron Payne,NYK,DEN,W,17.65,3,6,0.5,2,5,0.4,3,3,1.0,0,1,1,5,0,0,0,3,11,10.6,2024-11-25
Quenton Jackson,IND,NOP,W,31.95,4,8,0.5,4,6,0.667,0,2,0.0,0,2,2,4,1,0,0,3,12,10.4,2024-11-25
Michael Porter,DEN,NYK,L,33.62,7,17,0.412,3,7,0.429,1,1,1.0,4,6,10,0,0,0,2,4,18,9.9,2024-11-25
Bogdan Bogdanović,ATL,DAL,L,27.77,8,15,0.533,2,6,0.333,0,0,0.0,0,3,3,1,1,0,2,4,18,9.7,2024-11-25
Brandon Miller,CHO,ORL,L,37.95,6,17,0.353,2,7,0.286,6,7,0.857,1,9,10,4,1,0,6,4,20,9.7,2024-11-25
Mikal Bridges,NYK,DEN,W,36.18,6,16,0.375,2,8,0.25,0,0,0.0,0,2,2,6,0,0,0,1,14,9.6,2024-11-25
Bruno Fernando,TOR,DET,L,14.43,4,7,0.571,0,0,0.0,1,2,0.5,3,1,4,5,0,0,0,4,9,9.6,2024-11-25
Bennedict Mathurin,IND,NOP,W,37.6,4,12,0.333,0,4,0.0,4,4,1.0,0,9,9,3,2,0,2,2,12,9.2,2024-11-25
Shake Milton,BRK,GSW,W,28.48,5,10,0.5,2,3,0.667,1,2,0.5,0,3,3,3,0,0,1,1,13,9.2,2024-11-25
Tobias Harris,DET,TOR,W,37.48,3,10,0.3,1,4,0.25,5,6,0.833,0,3,3,2,1,0,0,0,12,9.1,2024-11-25
Brandin Podziemski,GSW,BRK,L,22.63,2,5,0.4,1,3,0.333,2,2,1.0,1,0,1,6,0,1,0,2,7,9.1,2024-11-25
Robert Williams,POR,MEM,L,11.85,1,4,0.25,0,0,0.0,4,4,1.0,3,0,3,1,1,3,0,1,6,9.1,2024-11-25
Sam Hauser,BOS,LAC,W,23.0,3,3,1.0,3,3,1.0,0,0,0.0,0,2,2,0,0,0,0,0,9,8.7,2024-11-25
Keon Ellis,SAC,OKC,L,27.7,3,4,0.75,2,3,0.667,0,0,0.0,0,1,1,3,1,0,0,3,8,8.6,2024-11-25
Maxi Kleber,DAL,ATL,W,19.92,3,4,0.75,1,1,1.0,0,0,0.0,1,6,7,1,1,1,1,2,7,8.5,2024-11-25
Terance Mann,LAC,BOS,L,23.38,4,11,0.364,2,4,0.5,0,0,0.0,3,3,6,2,1,0,0,2,10,8.5,2024-11-25
T.J. McConnell,IND,NOP,W,20.5,2,5,0.4,0,0,0.0,3,4,0.75,1,4,5,0,2,1,0,0,7,8.5,2024-11-25
Jabari Walker,POR,MEM,L,22.62,4,9,0.444,0,3,0.0,1,1,1.0,2,4,6,2,1,0,0,2,9,8.5,2024-11-25
Lindy Waters,GSW,BRK,L,27.7,5,10,0.5,2,5,0.4,1,1,1.0,0,4,4,1,1,1,2,4,13,8.0,2024-11-25
Derrick Jones,LAC,BOS,L,24.62,4,6,0.667,1,2,0.5,2,2,1.0,0,2,2,1,0,0,1,2,11,7.9,2024-11-25
Jay Huff,MEM,POR,W,19.53,4,9,0.444,2,4,0.5,2,4,0.5,0,4,4,0,1,1,1,2,12,7.6,2024-11-25
Jamison Battle,TOR,DET,L,21.6,4,9,0.444,1,5,0.2,0,0,0.0,1,3,4,1,1,1,0,2,9,7.5,2024-11-25
Cameron Johnson,BRK,GSW,W,13.93,2,3,0.667,1,1,1.0,0,0,0.0,2,0,2,2,1,0,0,0,5,7.5,2024-11-25
Malik Monk,SAC,OKC,L,26.0,4,12,0.333,2,7,0.286,4,6,0.667,0,1,1,3,1,1,1,5,14,7.5,2024-11-25
Toumani Camara,POR,MEM,L,28.07,4,15,0.267,1,8,0.125,1,2,0.5,6,2,8,3,2,0,1,3,10,7.4,2024-11-25
Seth Curry,CHO,ORL,L,13.28,3,4,0.75,1,2,0.5,2,2,1.0,0,1,1,0,0,0,0,1,9,7.3,2024-11-25
Tim Hardaway,DET,TOR,W,34.8,3,6,0.5,2,4,0.5,2,2,1.0,0,2,2,1,0,0,1,0,10,7.3,2024-11-25
Jeremiah Robinson-Earl,NOP,IND,L,20.98,3,3,1.0,1,1,1.0,0,0,0.0,3,5,8,2,0,0,3,2,7,7.3,2024-11-25
Brandon Boston,NOP,IND,L,25.82,3,6,0.5,2,4,0.5,1,2,0.5,0,2,2,3,1,0,2,1,9,6.9,2024-11-25
Goga Bitadze,ORL,CHO,W,21.6,3,6,0.5,0,0,0.0,0,0,0.0,2,2,4,2,1,1,1,1,6,6.7,2024-11-25
Jonathan Isaac,ORL,CHO,W,22.48,4,14,0.286,3,10,0.3,0,0,0.0,3,3,6,0,1,2,0,4,11,6.6,2024-11-25
Onyeka Okongwu,ATL,DAL,L,22.02,4,11,0.364,0,2,0.0,0,0,0.0,5,2,7,1,0,1,0,2,8,6.6,2024-11-25
Jerami Grant,POR,MEM,L,20.87,3,10,0.3,0,3,0.0,5,7,0.714,0,2,2,1,2,0,0,3,11,6.5,2024-11-25
Trendon Watford,BRK,GSW,W,17.73,3,5,0.6,2,3,0.667,0,0,0.0,1,3,4,1,0,1,1,3,8,6.5,2024-11-25
Scotty Pippen ,MEM,POR,W,14.08,1,4,0.25,0,1,0.0,1,2,0.5,2,2,4,4,1,1,0,1,3,6.3,2024-11-25
Jamal Shead,TOR,DET,L,17.22,3,9,0.333,2,3,0.667,0,0,0.0,1,1,2,4,1,0,0,4,8,6.1,2024-11-25
Jakob Poeltl,TOR,DET,L,27.7,4,11,0.364,0,0,0.0,0,0,0.0,4,7,11,2,0,2,2,4,8,6.0,2024-11-25
Marcus Smart,MEM,POR,W,18.55,3,6,0.5,0,2,0.0,0,0,0.0,0,0,0,4,2,0,1,2,6,6.0,2024-11-25
Kobe Bufkin,ATL,DAL,L,12.73,2,3,0.667,0,1,0.0,0,0,0.0,0,4,4,4,0,0,0,2,4,5.9,2024-11-25
Rayan Rupert,POR,MEM,L,22.38,3,8,0.375,0,3,0.0,3,4,0.75,0,1,1,1,1,1,1,0,9,5.9,2024-11-25
Daniel Theis,NOP,IND,L,16.8,3,6,0.5,0,2,0.0,2,2,1.0,0,1,1,2,0,0,0,2,8,5.9,2024-11-25
Luguentz Dort,OKC,SAC,W,39.45,0,2,0.0,0,0,0.0,0,0,0.0,2,8,10,2,2,1,0,2,0,5.7,2024-11-25
Moussa Diabaté,CHO,ORL,L,32.3,1,2,0.5,0,0,0.0,0,0,0.0,3,5,8,0,2,4,3,2,2,5.6,2024-11-25
Marcus Sasser,DET,TOR,W,14.35,3,3,1.0,3,3,1.0,0,0,0.0,0,2,2,1,0,0,3,2,9,5.6,2024-11-25
Buddy Hield,GSW,BRK,L,16.73,3,12,0.25,2,8,0.25,1,1,1.0,1,2,3,1,2,0,0,1,9,5.4,2024-11-25
Isaac Jones,SAC,OKC,L,9.43,3,3,1.0,0,0,0.0,0,1,0.0,1,1,2,0,0,1,1,0,6,5.4,2024-11-25
RJ Barrett,TOR,DET,L,33.88,7,19,0.368,1,6,0.167,2,2,1.0,0,3,3,2,1,0,3,4,17,5.2,2024-11-25
Malik Beasley,DET,TOR,W,32.8,4,16,0.25,3,14,0.214,3,4,0.75,0,2,2,5,1,0,3,3,14,4.9,2024-11-25
De'Aaron Fox,SAC,OKC,L,39.68,5,15,0.333,1,6,0.167,3,4,0.75,0,3,3,5,1,0,4,4,14,4.9,2024-11-25
Draymond Green,GSW,BRK,L,28.92,2,6,0.333,1,3,0.333,1,4,0.25,0,6,6,7,0,0,2,3,6,4.9,2024-11-25
Hunter Tyson,DEN,NYK,L,10.42,2,3,0.667,1,2,0.5,0,0,0.0,1,0,1,1,0,0,0,1,5,4.7,2024-11-25
Jordan Walsh,BOS,LAC,W,7.38,2,3,0.667,1,2,0.5,0,0,0.0,0,0,0,0,0,2,0,1,5,4.7,2024-11-25
Trayce Jackson-Davis,GSW,BRK,L,17.08,4,7,0.571,0,0,0.0,0,0,0.0,1,2,3,1,0,1,2,2,8,4.6,2024-11-25
Dereck Lively,DAL,ATL,W,10.95,0,2,0.0,0,0,0.0,2,2,1.0,2,2,4,2,0,2,0,2,2,4.6,2024-11-25
Kevin Porter,LAC,BOS,L,17.35,3,8,0.375,0,2,0.0,1,2,0.5,1,1,2,1,1,1,1,0,7,4.6,2024-11-25
Obi Toppin,IND,NOP,W,15.83,3,8,0.375,1,4,0.25,0,0,0.0,0,2,2,2,0,0,0,0,7,4.6,2024-11-25
Anthony Black,ORL,CHO,W,22.35,3,13,0.231,2,9,0.222,2,2,1.0,0,3,3,1,3,0,1,3,10,4.5,2024-11-25
Cason Wallace,OKC,SAC,W,14.55,2,4,0.5,0,1,0.0,0,0,0.0,1,0,1,0,1,1,0,0,4,4.4,2024-11-25
Aaron Wiggins,OKC,SAC,W,21.5,3,6,0.5,1,2,0.5,1,2,0.5,1,3,4,0,1,0,2,2,8,4.4,2024-11-25
Kai Jones,LAC,BOS,L,9.08,1,2,0.5,0,0,0.0,1,1,1.0,0,2,2,1,1,0,0,0,3,4.3,2024-11-25
Tristan Da Silva,ORL,CHO,W,21.13,4,13,0.308,1,8,0.125,0,0,0.0,1,2,3,1,1,0,0,1,9,4.1,2024-11-25
Trey Lyles,SAC,OKC,L,5.57,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,2,1,0,0,0,2,4.1,2024-11-25
Tyrese Martin,BRK,GSW,W,17.83,1,5,0.2,1,5,0.2,0,0,0.0,1,5,6,3,1,1,1,2,3,4.1,2024-11-25
Kyle Anderson,GSW,BRK,L,14.08,2,3,0.667,0,0,0.0,0,0,0.0,0,2,2,3,0,0,1,1,4,4.0,2024-11-25
Javonte Green,NOP,IND,L,26.12,3,6,0.5,1,2,0.5,0,0,0.0,0,1,1,0,2,0,2,1,7,3.9,2024-11-25
Jordan Miller,LAC,BOS,L,20.03,4,10,0.4,0,1,0.0,2,2,1.0,1,0,1,0,1,0,2,1,10,3.9,2024-11-25
Jaden Springer,BOS,LAC,W,5.02,1,2,0.5,0,0,0.0,1,2,0.5,0,1,1,2,1,0,0,1,3,3.9,2024-11-25
Desmond Bane,MEM,POR,W,23.98,2,8,0.25,1,4,0.25,3,4,0.75,0,7,7,2,0,1,2,3,8,3.8,2024-11-25
Branden Carlson,OKC,SAC,W,2.73,1,1,1.0,0,0,0.0,0,0,0.0,2,2,4,0,0,0,0,0,2,3.7,2024-11-25
Kentavious Caldwell-Pope,ORL,CHO,W,28.93,1,4,0.25,0,2,0.0,1,2,0.5,1,3,4,2,1,1,1,1,3,3.5,2024-11-25
Dalano Banton,POR,MEM,L,24.3,4,10,0.4,2,7,0.286,1,2,0.5,0,2,2,2,0,0,3,2,11,3.4,2024-11-25
Kevon Looney,GSW,BRK,L,12.52,2,3,0.667,0,0,0.0,0,2,0.0,1,3,4,0,2,0,1,3,4,3.3,2024-11-25
Jrue Holiday,BOS,LAC,W,29.05,2,10,0.2,1,8,0.125,0,0,0.0,1,3,4,6,0,0,1,1,5,3.2,2024-11-25
Isaiah Joe,OKC,SAC,W,21.25,3,10,0.3,3,8,0.375,0,0,0.0,1,0,1,1,0,0,1,1,9,3.2,2024-11-25
Cody Martin,CHO,ORL,L,24.97,2,6,0.333,0,4,0.0,0,0,0.0,0,6,6,2,1,0,1,2,4,3.0,2024-11-25
Jonathan Mogbo,TOR,DET,L,12.4,2,3,0.667,1,1,1.0,0,0,0.0,2,1,3,1,0,0,2,3,5,2.9,2024-11-25
Duop Reath,POR,MEM,L,4.78,1,2,0.5,1,2,0.5,0,0,0.0,1,0,1,0,0,0,0,0,3,2.7,2024-11-25
Moses Brown,IND,NOP,W,10.35,3,4,0.75,0,0,0.0,0,0,0.0,1,1,2,0,1,0,3,2,6,2.6,2024-11-25
Kris Dunn,LAC,BOS,L,21.57,1,5,0.2,0,2,0.0,0,0,0.0,0,4,4,2,3,1,2,2,2,2.4,2024-11-25
Tyler Kolek,NYK,DEN,W,2.32,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,2,2.4,2024-11-25
Peyton Watson,DEN,NYK,L,22.32,2,4,0.5,0,1,0.0,2,2,1.0,0,0,0,0,0,0,1,2,6,2.2,2024-11-25
Kobe Brown,LAC,BOS,L,5.2,1,2,0.5,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,3,2.0,2024-11-25
Enrique Freeman,IND,NOP,W,4.43,1,2,0.5,0,1,0.0,1,1,1.0,0,0,0,0,0,0,0,0,3,2.0,2024-11-25
Taze Moore,POR,MEM,L,7.85,1,2,0.5,0,0,0.0,0,0,0.0,2,2,4,0,0,0,1,0,2,2.0,2024-11-25
Jericho Sims,NYK,DEN,W,14.12,0,1,0.0,0,0,0.0,0,0,0.0,2,2,4,0,0,2,0,2,0,1.9,2024-11-25
Taj Gibson,CHO,ORL,L,15.7,1,4,0.25,0,0,0.0,0,0,0.0,6,1,7,0,1,0,3,1,2,1.7,2024-11-25
John Konchar,MEM,POR,W,3.72,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,1,0,0,1,2,3,1.6,2024-11-25
Keon Johnson,BRK,GSW,W,29.52,3,9,0.333,2,7,0.286,0,2,0.0,0,2,2,0,0,0,0,3,8,1.5,2024-11-25
Jaylen Wells,MEM,POR,W,15.92,2,6,0.333,1,4,0.25,0,0,0.0,0,4,4,1,0,0,2,0,5,1.5,2024-11-25
Gary Harris,ORL,CHO,W,6.85,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,1,1,3,1.3,2024-11-25
Ausar Thompson,DET,TOR,W,16.2,2,8,0.25,1,3,0.333,0,0,0.0,0,3,3,4,0,0,1,4,5,1.3,2024-11-25
Davion Mitchell,TOR,DET,L,30.78,1,7,0.143,1,5,0.2,0,0,0.0,1,0,1,3,1,0,0,3,3,1.1,2024-11-25
Olivier-Maxence Prosper,DAL,ATL,W,4.32,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,1.0,2024-11-25
Baylor Scheierman,BOS,LAC,W,5.02,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,1,0,0,0,0,0,1.0,2024-11-25
Nicolas Batum,LAC,BOS,L,23.38,0,2,0.0,0,1,0.0,0,0,0.0,1,3,4,1,0,0,0,0,0,0.9,2024-11-25
Jordan Hawkins,NOP,IND,L,17.93,1,5,0.2,0,3,0.0,0,0,0.0,0,2,2,2,1,0,1,0,2,0.9,2024-11-25
Ron Holland,DET,TOR,W,11.42,2,5,0.4,0,2,0.0,0,0,0.0,0,1,1,0,0,0,0,2,4,0.8,2024-11-25
Zaccharie Risacher,ATL,DAL,L,16.62,2,8,0.25,1,3,0.333,0,0,0.0,0,2,2,2,0,0,1,1,5,0.8,2024-11-25
De'Andre Hunter,ATL,DAL,L,31.38,3,11,0.273,1,5,0.2,2,2,1.0,0,4,4,2,0,0,4,1,9,0.7,2024-11-25
Julian Strawther,DEN,NYK,L,22.85,1,4,0.25,0,1,0.0,2,2,1.0,0,2,2,1,0,0,1,3,4,0.7,2024-11-25
Trey Alexander,DEN,NYK,L,10.8,0,2,0.0,0,2,0.0,2,2,1.0,0,0,0,1,0,1,1,1,2,0.6,2024-11-25
Amir Coffey,LAC,BOS,L,24.62,2,8,0.25,0,3,0.0,0,0,0.0,0,4,4,0,1,0,0,2,4,0.6,2024-11-25
Xavier Tillman,BOS,LAC,W,4.55,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.6,2024-11-25
PJ Hall,DEN,NYK,L,2.32,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-11-25
Colby Jones,SAC,OKC,L,3.07,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-11-25
Justin Minaya,POR,MEM,L,6.05,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,-0.1,2024-11-25
Anfernee Simons,POR,MEM,L,29.75,2,14,0.143,1,7,0.143,0,0,0.0,2,2,4,4,2,0,1,5,5,-0.2,2024-11-25
Pacome Dadiet,NYK,DEN,W,2.32,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-0.4,2024-11-25
Yuki Kawamura,MEM,POR,W,3.72,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,-0.4,2024-11-25
Jordan McLaughlin,SAC,OKC,L,3.07,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-0.4,2024-11-25
Nick Smith,CHO,ORL,L,9.13,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-0.4,2024-11-25
Jazian Gortman,DAL,ATL,W,5.23,0,2,0.0,0,1,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,-0.7,2024-11-25
Alex Len,SAC,OKC,L,3.07,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7,2024-11-25
Simone Fontecchio,DET,TOR,W,8.95,0,2,0.0,0,2,0.0,1,2,0.5,1,0,1,0,0,0,0,2,1,-0.9,2024-11-25
